New Episode Started
State: D:18.2_PD:False_G:False_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:1.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02099
State: D:2.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1139066
State: D:2.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:2.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:2.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:2.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:2.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:2.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:2.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:3.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:3.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:3.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:3.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:3.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:4.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:4.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:4.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:4.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: 0.00625
State: D:4.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:4.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:4.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:4.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:4.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:4.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:5.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:6.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:6.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:6.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:7.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:7.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:7.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:7.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:8.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.00401
State: D:8.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.01001
State: D:8.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:8.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:8.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038495
State: D:8.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0389405
State: D:8.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:8.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.02048352
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01848651
State: D:9.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:9.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:9.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0271
State: D:10.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:10.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.004323922
State: D:10.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0364061
State: D:10.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.002907099
State: D:10.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.08037839
State: D:10.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0675821
State: D:10.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:10.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06962645
State: D:10.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.08360431
State: D:10.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:10.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.009323922
State: D:10.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.05276549
State: D:10.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.020495
State: D:10.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:9.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.054695
State: D:9.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.03983017
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02163786
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0551405
State: D:8.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:8.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:8.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0271
State: D:8.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005495
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:8.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:8.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:8.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0280405
State: D:8.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0271
State: D:8.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.02843517
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.007142148
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0351919
State: D:9.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:9.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.05634215
State: D:9.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019495
State: D:9.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038495
State: D:9.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0546455
State: D:9.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0139955
State: D:9.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0271
State: D:9.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:9.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0144905
State: D:10.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.05354401
State: D:10.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01397807
State: D:10.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01942807
State: D:10.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.03776942
State: D:10.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06777674
State: D:10.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: 0.1, New Q-value: 0.007383611
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01036859
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01433173
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01789855
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0211087
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02399783
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.081902
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02659805
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02893824
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.09371181
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03104442
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1043406
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03293998
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03464598
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03618138
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03756325
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03880692
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03992623
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1139066
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04093361
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04184025
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1225159
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1302643
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1372379
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04265622
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1435141
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0433906
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1491627
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1542464
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1588218
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1629396
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04405154
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04464639
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1666456
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04518175
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1699811
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.172983
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1756847
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04566358
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1781162
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04609722
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1803046
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0464875
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1822741
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04683875
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.4_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
